doc_idx,start,length,uppercase_ratio,punct_density,digit_density,byte_fallback_ratio,mean_word_len,repetition_score
40124,49872942,258,0.0969,0.0349,0.0620,0.0000,2.66,0.0784
40125,49873200,199,0.1558,0.0754,0.0151,0.0000,3.02,0.1837
40126,49873399,417,0.0432,0.0528,0.0096,0.0000,2.56,0.0580
40127,49873816,418,0.0742,0.0766,0.0550,0.0072,2.30,0.0434
40128,49874234,552,0.0743,0.0688,0.0072,0.0000,2.16,0.0237
40129,49874786,768,0.1029,0.0794,0.0638,0.0013,2.65,0.0484
40130,49875554,895,0.1151,0.0324,0.0101,0.0000,2.84,0.0785
40131,49876449,557,0.0449,0.0431,0.0251,0.0000,2.93,0.0740
40132,49877006,278,0.0647,0.0683,0.0288,0.0000,2.53,0.0109
40133,49877284,385,0.1091,0.0805,0.0416,0.0000,2.57,0.0628
40134,49877669,669,0.1151,0.0792,0.0777,0.0000,2.74,0.0931
40135,49878338,450,0.0733,0.0600,0.0178,0.0022,1.91,0.0157
40136,49878788,122,0.1393,0.0574,0.0738,0.0000,2.49,0.0084
40137,49878910,830,0.0373,0.0494,0.0036,0.0000,2.23,0.0169
40138,49879740,1861,0.0725,0.0516,0.0107,0.0016,2.19,0.0366
40139,49881601,539,0.0686,0.1002,0.1391,0.0000,3.06,0.1343
40140,49882140,677,0.0724,0.0591,0.0355,0.0000,2.38,0.0178
40141,49882817,231,0.0693,0.0823,0.0346,0.0000,2.20,0.0000
40142,49883048,2182,0.1467,0.0536,0.0600,0.0124,2.77,0.1749
40143,49885230,1794,0.0541,0.0485,0.0190,0.0067,2.41,0.0659
40144,49887024,573,0.1326,0.0558,0.0000,0.0000,2.27,0.1614
40145,49887597,773,0.0608,0.0660,0.0000,0.0000,2.15,0.0883
40146,49888370,178,0.0449,0.1348,0.0000,0.0000,2.17,0.0114
40147,49888548,935,0.1176,0.0727,0.0513,0.0000,2.73,0.0751
40148,49889483,265,0.0453,0.0453,0.0000,0.0000,2.21,0.0115
40149,49889748,180,0.1611,0.0444,0.0167,0.0111,2.77,0.0452
40150,49889928,845,0.1231,0.1077,0.0201,0.0024,3.02,0.0523
40151,49890773,3308,0.1403,0.0992,0.0807,0.0009,2.90,0.2427
40152,49894081,2339,0.1223,0.0795,0.0355,0.0115,2.41,0.1194
40153,49896420,221,0.0905,0.0679,0.0090,0.0000,1.96,0.0917
40154,49896641,236,0.0890,0.0551,0.0127,0.0000,2.62,0.0429
40155,49896877,1910,0.0853,0.0691,0.0063,0.0016,2.49,0.0488
40156,49898787,697,0.0875,0.0617,0.0100,0.0000,2.44,0.0591
40157,49899484,1333,0.0533,0.0660,0.0210,0.0000,2.31,0.0511
40158,49900817,1021,0.1391,0.0979,0.0078,0.0020,2.63,0.0904
40159,49901838,860,0.2186,0.0640,0.0326,0.0023,2.81,0.1984
40160,49902698,383,0.1097,0.0757,0.0235,0.0000,2.82,0.1342
40161,49903081,1898,0.0980,0.0553,0.0142,0.0000,2.53,0.0633
40162,49904979,284,0.0880,0.0387,0.0141,0.0000,2.73,0.0925
40163,49905263,9127,0.0687,0.0552,0.0191,0.0024,2.51,0.1215
40164,49914390,1286,0.0350,0.0669,0.0109,0.0093,2.35,0.1169
40165,49915676,497,0.1268,0.0704,0.0302,0.0000,2.56,0.0425
40166,49916173,226,0.1327,0.0973,0.0752,0.0221,3.05,0.0179
40167,49916399,1176,0.0561,0.0799,0.0876,0.0000,2.28,0.0699
40168,49917575,639,0.0548,0.0391,0.0063,0.0000,1.95,0.0881
40169,49918214,250,0.0680,0.0640,0.0160,0.0000,2.23,0.0121
40170,49918464,2231,0.0937,0.0462,0.0130,0.0063,2.64,0.1261
40171,49920695,1037,0.0569,0.0617,0.0087,0.0000,2.17,0.1567
40172,49921732,231,0.0606,0.0823,0.0043,0.0000,2.08,0.0351
40173,49921963,1959,0.0740,0.0679,0.0117,0.0301,2.60,0.1242
40174,49923922,745,0.0738,0.0671,0.0000,0.0000,2.37,0.0714
40175,49924667,7288,0.0709,0.0753,0.0108,0.0014,2.30,0.0825
40176,49931955,1071,0.0598,0.0579,0.0019,0.0000,2.38,0.0590
40177,49933026,228,0.1404,0.0921,0.0351,0.0132,2.59,0.0044
40178,49933254,160,0.0625,0.0375,0.0187,0.0000,1.65,0.0127
40179,49933414,2099,0.1386,0.0515,0.0300,0.0162,2.87,0.1126
40180,49935513,752,0.0878,0.1184,0.0957,0.0027,3.48,0.0681
40181,49936265,404,0.1312,0.1139,0.0520,0.0025,2.83,0.0075
40182,49936669,1118,0.0725,0.0966,0.0116,0.0000,2.39,0.0583
40183,49937787,331,0.0816,0.1057,0.0000,0.0000,2.61,0.0274
40184,49938118,2006,0.0753,0.0683,0.0100,0.0005,2.55,0.0929
40185,49940124,441,0.1315,0.0952,0.0091,0.0000,2.30,0.0068
40186,49940565,452,0.0929,0.0487,0.0265,0.0000,2.94,0.1381
40187,49941017,2769,0.0982,0.0925,0.0715,0.0000,2.55,0.1996
40188,49943786,1007,0.1360,0.0715,0.0844,0.0050,3.05,0.0627
40189,49944793,4826,0.0711,0.0603,0.0186,0.0012,2.27,0.0952
40190,49949619,3056,0.0654,0.0815,0.0357,0.0026,2.21,0.0809
40191,49952675,1691,0.0420,0.0438,0.0231,0.0012,2.56,0.0509
40192,49954366,325,0.0431,0.0462,0.0000,0.0000,2.11,0.0062
40193,49954691,1681,0.0934,0.0648,0.0571,0.0006,2.85,0.0924
40194,49956372,1781,0.0960,0.0539,0.0112,0.0006,2.31,0.0889
40195,49958153,1924,0.1143,0.0452,0.0073,0.0031,2.23,0.1307
40196,49960077,960,0.0583,0.0385,0.0052,0.0000,2.07,0.0470
40197,49961037,149,0.1141,0.0805,0.0000,0.0000,2.22,0.0068
40198,49961186,580,0.1052,0.0397,0.0034,0.0034,2.25,0.0884
40199,49961766,617,0.0794,0.0875,0.0032,0.0016,2.65,0.0847
40200,49962383,678,0.1180,0.0782,0.0236,0.0000,2.39,0.0593
40201,49963061,2378,0.0530,0.0803,0.0021,0.0000,3.01,0.0821
40202,49965439,286,0.0874,0.0769,0.0035,0.0000,2.55,0.0671
40203,49965725,842,0.1306,0.0653,0.0024,0.0000,2.70,0.0381
40204,49966567,348,0.0172,0.0259,0.0000,0.0000,2.90,0.1130
40205,49966915,168,0.0357,0.0476,0.0298,0.0000,2.21,0.0485
40206,49967083,2315,0.0674,0.0492,0.0035,0.0000,2.40,0.0900
40207,49969398,3219,0.1146,0.1069,0.1379,0.0025,3.12,0.1788
40208,49972617,894,0.0783,0.0570,0.0224,0.0089,2.49,0.0651
40209,49973511,772,0.1334,0.0596,0.0687,0.0000,2.78,0.0884
40210,49974283,1621,0.0611,0.0555,0.0345,0.0000,2.67,0.1094
40211,49975904,1792,0.0792,0.0541,0.0290,0.0000,2.58,0.1369
40212,49977696,1995,0.1043,0.0682,0.0461,0.0125,2.64,0.1782
40213,49979691,709,0.1030,0.0818,0.0536,0.0085,2.84,0.1516
40214,49980400,1458,0.0837,0.0686,0.0384,0.0000,2.51,0.0729
40215,49981858,188,0.0851,0.0532,0.0585,0.0160,2.65,0.0000
40216,49982046,343,0.0641,0.0379,0.0117,0.0058,2.49,0.0059
40217,49982389,154,0.0519,0.0390,0.0000,0.0000,2.20,0.0199
40218,49982543,472,0.0763,0.0487,0.0000,0.0000,2.58,0.0981
40219,49983015,625,0.1312,0.0720,0.0592,0.0000,2.54,0.0772
40220,49983640,634,0.1057,0.0741,0.0726,0.0000,2.42,0.1379
40221,49984274,2693,0.0706,0.0925,0.0219,0.0004,2.53,0.1063
40222,49986967,1849,0.0708,0.0416,0.0054,0.0032,2.31,0.0710
40223,49988816,1388,0.0591,0.0281,0.0022,0.0151,2.51,0.0231
40224,49990204,1127,0.0497,0.0674,0.0373,0.0044,2.14,0.0454
40225,49991331,336,0.0625,0.0595,0.0327,0.0060,2.97,0.0240
40226,49991667,149,0.1745,0.0872,0.0067,0.0604,2.87,0.0000
40227,49991816,816,0.0858,0.0772,0.0270,0.0000,2.72,0.1205
40228,49992632,2187,0.1454,0.0732,0.0114,0.0000,2.53,0.0925
40229,49994819,990,0.1192,0.0616,0.0515,0.0020,2.77,0.0598
40230,49995809,176,0.0682,0.0852,0.0568,0.0000,2.67,0.0058
40231,49995985,908,0.1057,0.0551,0.0419,0.0033,2.65,0.0873
40232,49996893,327,0.1070,0.0856,0.0275,0.0000,2.84,0.0586
40233,49997220,1000,0.0860,0.0740,0.0320,0.0000,2.47,0.0522
40234,49998220,146,0.0685,0.0959,0.0548,0.0205,2.65,0.0140
40235,49998366,3813,0.0999,0.0700,0.0257,0.0000,2.55,0.1394
40236,50002179,926,0.1112,0.0842,0.0724,0.0011,2.68,0.0878
40237,50003105,998,0.1032,0.1052,0.0661,0.0050,3.18,0.0653
40238,50004103,14153,0.0595,0.0709,0.0221,0.0185,2.12,0.2968
40239,50018256,1013,0.2043,0.0602,0.0049,0.0079,2.75,0.3832
40240,50019269,120,0.0917,0.0667,0.0917,0.0000,2.31,0.0171
40241,50019389,896,0.1205,0.0592,0.0368,0.0022,2.79,0.0773
40242,50020285,4900,0.1178,0.0776,0.0318,0.0004,2.78,0.1227
40243,50025185,767,0.0939,0.0678,0.0156,0.0000,2.49,0.0851
40244,50025952,10844,0.1114,0.1154,0.0184,0.0000,2.61,0.0271
40245,50036796,231,0.1429,0.1688,0.0606,0.0000,4.05,0.0526
40246,50037027,2333,0.0609,0.0493,0.0069,0.0000,2.46,0.2133
40247,50039360,246,0.1098,0.0935,0.0935,0.0000,2.70,0.0206
40248,50039606,779,0.0359,0.0860,0.0013,0.0000,2.03,0.0515
40249,50040385,4291,0.0993,0.0764,0.0578,0.0131,2.57,0.1569
40250,50044676,431,0.1439,0.0464,0.0023,0.0070,2.57,0.0537
40251,50045107,2978,0.0846,0.0507,0.0087,0.0024,2.19,0.1032
40252,50048085,452,0.1858,0.0420,0.0332,0.0000,2.81,0.0401
40253,50048537,274,0.1022,0.1131,0.1971,0.0146,3.22,0.0775
40254,50048811,838,0.0859,0.0632,0.0215,0.0000,2.26,0.0599
40255,50049649,6297,0.1137,0.0696,0.0596,0.0016,2.71,0.2029
40256,50055946,463,0.1231,0.0518,0.0281,0.0000,2.62,0.0848
40257,50056409,440,0.1386,0.0568,0.0136,0.0000,2.56,0.0481
40258,50056849,1347,0.0557,0.0616,0.0074,0.0000,2.12,0.0268
40259,50058196,1185,0.0717,0.0785,0.0295,0.0017,2.26,0.0880
40260,50059381,1455,0.0873,0.0515,0.0667,0.0014,2.47,0.0902
40261,50060836,336,0.0982,0.0982,0.0387,0.0030,3.61,0.0751
40262,50061172,324,0.1327,0.1080,0.0309,0.0000,2.40,0.0156
40263,50061496,255,0.1412,0.0745,0.0000,0.0000,2.38,0.0317
40264,50061751,201,0.1791,0.0746,0.0000,0.0000,2.87,0.0051
40265,50061952,341,0.0645,0.0645,0.0352,0.0000,2.16,0.0799
40266,50062293,486,0.0885,0.1111,0.0350,0.1029,3.50,0.1925
40267,50062779,1387,0.1118,0.0591,0.0368,0.0000,2.40,0.0397
40268,50064166,302,0.0861,0.0762,0.0199,0.0000,2.27,0.0067
40269,50064468,393,0.0789,0.1374,0.0000,0.0000,2.52,0.0256
40270,50064861,897,0.0803,0.0870,0.0201,0.0000,2.43,0.0604
40271,50065758,1503,0.0572,0.0699,0.0240,0.0000,2.34,0.1027
40272,50067261,548,0.1314,0.0529,0.0383,0.0000,2.69,0.0606
40273,50067809,675,0.0444,0.0474,0.0059,0.0030,2.25,0.0253
40274,50068484,927,0.0680,0.0734,0.0054,0.0000,2.48,0.1147
40275,50069411,219,0.1005,0.0731,0.0365,0.0091,2.43,0.0278
40276,50069630,4313,0.0399,0.0364,0.0016,0.0005,2.17,0.1731
40277,50073943,902,0.0344,0.0521,0.0211,0.0000,2.34,0.0345
40278,50074845,1651,0.0303,0.0769,0.0000,0.0109,2.06,0.1220
40279,50076496,18793,0.0819,0.0952,0.0768,0.0019,2.93,0.3299
40280,50095289,496,0.0685,0.0968,0.0343,0.0000,2.64,0.1075
40281,50095785,1065,0.0732,0.0751,0.0066,0.0038,2.31,0.0245
40282,50096850,451,0.0421,0.0976,0.0000,0.0000,2.22,0.0112
40283,50097301,1978,0.0561,0.0627,0.0071,0.0000,2.51,0.0608
40284,50099279,336,0.0833,0.0774,0.0179,0.0000,2.24,0.0511
40285,50099615,3376,0.0898,0.0980,0.1176,0.0015,2.83,0.1343
40286,50102991,1067,0.0797,0.0581,0.0122,0.0028,2.33,0.1071
40287,50104058,763,0.0865,0.0970,0.0328,0.0000,2.93,0.0579
40288,50104821,1473,0.1100,0.0916,0.0672,0.0014,2.58,0.1102
40289,50106294,302,0.0795,0.1060,0.1589,0.0199,3.15,0.0702
40290,50106596,603,0.0597,0.0415,0.0000,0.0000,2.42,0.0517
40291,50107199,372,0.0914,0.0565,0.0215,0.0000,2.31,0.0542
40292,50107571,253,0.0830,0.0593,0.0711,0.0316,2.53,0.0880
40293,50107824,449,0.0757,0.0846,0.0824,0.0000,2.93,0.0359
40294,50108273,363,0.0744,0.0799,0.0303,0.0275,2.33,0.0278
40295,50108636,1098,0.0656,0.0710,0.0036,0.0000,2.53,0.0721
40296,50109734,609,0.1593,0.0739,0.0131,0.0000,2.97,0.1848
40297,50110343,1230,0.0967,0.0886,0.0691,0.0000,2.70,0.0685
40298,50111573,4047,0.0929,0.0944,0.0371,0.0079,2.37,0.1184
40299,50115620,232,0.1121,0.0776,0.0000,0.0000,2.42,0.0393
40300,50115852,3186,0.0568,0.0584,0.0060,0.0044,2.40,0.1056
40301,50119038,701,0.0442,0.0428,0.0000,0.0057,2.17,0.0602
40302,50119739,273,0.1062,0.0366,0.0073,0.0000,2.50,0.0556
40303,50120012,827,0.3833,0.0955,0.0193,0.0109,3.14,0.0376
40304,50120839,609,0.1330,0.0739,0.0460,0.0016,3.16,0.0842
40305,50121448,481,0.1123,0.0811,0.0416,0.0104,2.61,0.0230
40306,50121929,259,0.1815,0.0695,0.0154,0.0000,2.54,0.0781
40307,50122188,255,0.2000,0.0549,0.0196,0.0000,2.58,0.0476
40308,50122443,1044,0.1293,0.0661,0.0077,0.0105,2.30,0.1134
40309,50123487,217,0.0645,0.0323,0.0000,0.0000,2.05,0.1215
40310,50123704,539,0.0557,0.0761,0.0056,0.0000,2.60,0.0392
40311,50124243,1275,0.0455,0.0612,0.0133,0.0016,2.48,0.0495
40312,50125518,1173,0.1159,0.0563,0.0290,0.0000,2.52,0.1179
40313,50126691,224,0.0179,0.0312,0.0000,0.0000,1.79,0.0090
40314,50126915,435,0.0782,0.0506,0.0000,0.0115,2.47,0.0231
40315,50127350,330,0.1303,0.0848,0.0818,0.0061,2.75,0.0031
40316,50127680,967,0.0827,0.0476,0.0031,0.0290,2.64,0.1027
40317,50128647,1404,0.0456,0.0527,0.0207,0.0000,2.64,0.1349
40318,50130051,1193,0.0553,0.0444,0.0184,0.0000,2.39,0.0664
40319,50131244,203,0.0591,0.0739,0.0000,0.0000,2.67,0.0100
40320,50131447,265,0.1208,0.0604,0.0189,0.0000,2.50,0.1679
40321,50131712,556,0.2338,0.1097,0.0378,0.0000,2.60,0.0145
40322,50132268,212,0.2170,0.0425,0.0189,0.0142,2.41,0.0191
40323,50132480,326,0.1166,0.0399,0.0399,0.0000,2.79,0.1950
40324,50132806,322,0.0621,0.0714,0.0124,0.0000,1.94,0.0031
40325,50133128,1099,0.0910,0.0773,0.0036,0.0009,2.07,0.0529
40326,50134227,374,0.2353,0.0989,0.0668,0.0000,2.85,0.1051
40327,50134601,325,0.0923,0.0431,0.0092,0.0000,2.48,0.0994
40328,50134926,1360,0.0684,0.0684,0.0316,0.0000,2.36,0.0560
40329,50136286,253,0.0672,0.0949,0.1383,0.0000,2.75,0.0600
40330,50136539,901,0.1054,0.0388,0.0111,0.0000,2.35,0.0902
40331,50137440,238,0.0546,0.0504,0.0000,0.0000,2.80,0.0766
40332,50137678,722,0.0970,0.0693,0.0319,0.0000,2.26,0.1446
40333,50138400,160,0.1250,0.0312,0.0250,0.0000,2.58,0.0000
40334,50138560,3506,0.1543,0.1018,0.0402,0.0000,2.93,0.1496
40335,50142066,1573,0.1030,0.0706,0.0655,0.0038,2.41,0.1471
40336,50143639,377,0.1247,0.0690,0.0239,0.0133,2.56,0.0829
40337,50144016,1676,0.1140,0.0883,0.0233,0.0000,2.40,0.0992
40338,50145692,744,0.1048,0.0659,0.0108,0.0000,2.25,0.0567
40339,50146436,1871,0.0893,0.0796,0.0160,0.0000,2.46,0.1478
40340,50148307,3205,0.0462,0.1189,0.1847,0.0053,2.93,0.1624
40341,50151512,1030,0.1379,0.0835,0.0748,0.0010,2.87,0.1052
40342,50152542,688,0.1628,0.0945,0.1265,0.0000,3.28,0.1708
40343,50153230,771,0.0960,0.1128,0.0778,0.0039,3.11,0.0417
40344,50154001,762,0.1260,0.0722,0.0276,0.0026,2.74,0.0343
40345,50154763,403,0.0447,0.0546,0.0000,0.0000,2.02,0.0175
40346,50155166,2006,0.0663,0.0763,0.0394,0.0010,2.51,0.0819
40347,50157172,2517,0.0556,0.1228,0.0020,0.0004,2.13,0.1388
40348,50159689,907,0.1014,0.0662,0.0099,0.0011,2.12,0.0885
40349,50160596,575,0.0591,0.0835,0.0817,0.0000,2.89,0.1923
40350,50161171,407,0.0541,0.1106,0.0835,0.0025,2.91,0.0173
40351,50161578,916,0.0677,0.0655,0.0066,0.0000,2.37,0.0953
40352,50162494,2224,0.0445,0.0728,0.0027,0.0018,2.17,0.0747
40353,50164718,725,0.0441,0.0400,0.0152,0.0000,2.47,0.0748
40354,50165443,1268,0.1341,0.0733,0.0544,0.0008,2.64,0.0862
40355,50166711,225,0.6400,0.0356,0.0000,0.0000,3.26,0.0495
40356,50166936,537,0.0466,0.0577,0.0000,0.0000,2.33,0.0674
40357,50167473,145,0.0621,0.0966,0.0000,0.0000,2.59,0.0493
40358,50167618,1558,0.1110,0.0526,0.0289,0.0051,2.71,0.1106
40359,50169176,693,0.1068,0.0505,0.0101,0.0000,2.70,0.1072
40360,50169869,3564,0.0788,0.0567,0.0090,0.0008,2.21,0.0783
40361,50173433,1832,0.0999,0.0704,0.0158,0.0022,2.62,0.0426
40362,50175265,585,0.0632,0.0359,0.0000,0.0000,2.68,0.1564
40363,50175850,1749,0.0658,0.0903,0.0011,0.0000,2.13,0.0395
40364,50177599,133,0.1729,0.0602,0.0451,0.0150,2.96,0.0000
40365,50177732,270,0.0778,0.0481,0.0481,0.0000,2.70,0.0412
40366,50178002,387,0.0388,0.0982,0.0000,0.0000,2.45,0.0573
40367,50178389,770,0.1052,0.0805,0.0416,0.0000,3.32,0.0847
40368,50179159,849,0.0989,0.0824,0.0836,0.0000,2.89,0.0520
40369,50180008,1476,0.0461,0.0427,0.0183,0.0020,2.08,0.0530
40370,50181484,2219,0.0324,0.0712,0.0095,0.0000,2.10,0.0356
40371,50183703,1921,0.0703,0.0552,0.0130,0.0000,2.48,0.0996
40372,50185624,206,0.1456,0.0534,0.0146,0.0000,2.61,0.0000
40373,50185830,2061,0.0374,0.0626,0.0087,0.0019,2.35,0.0243
40374,50187891,4868,0.0900,0.0647,0.0542,0.0049,3.05,0.0785
40375,50192759,381,0.0446,0.0630,0.0000,0.0000,2.13,0.0212
40376,50193140,1564,0.0639,0.0684,0.0058,0.0096,2.03,0.0448
40377,50194704,1792,0.0374,0.0575,0.0017,0.0011,2.46,0.0838
40378,50196496,524,0.0668,0.0649,0.0286,0.0076,2.30,0.0614
40379,50197020,1232,0.1234,0.0487,0.0162,0.0000,2.53,0.0822
40380,50198252,643,0.1337,0.0529,0.0140,0.0000,2.65,0.0797
40381,50198895,1152,0.1467,0.0712,0.0833,0.0000,2.46,0.0827
40382,50200047,3225,0.0871,0.0478,0.0260,0.0059,2.30,0.0692
40383,50203272,1074,0.0922,0.0503,0.0233,0.0000,2.78,0.1335
40384,50204346,1655,0.1021,0.0767,0.0260,0.0012,2.07,0.0763
40385,50206001,469,0.0426,0.0362,0.0256,0.0000,2.35,0.0343
40386,50206470,1160,0.0569,0.0802,0.0681,0.0000,2.64,0.1530
40387,50207630,337,0.2047,0.0742,0.0593,0.0000,3.04,0.1168
40388,50207967,1499,0.0801,0.0634,0.0233,0.0000,2.31,0.0561
40389,50209466,172,0.0581,0.0581,0.0000,0.0000,2.36,0.0414
40390,50209638,153,0.0523,0.1046,0.0588,0.0196,3.12,0.0333
40391,50209791,717,0.0642,0.0683,0.0098,0.0000,2.34,0.0476
40392,50210508,548,0.0894,0.0675,0.0438,0.0000,2.27,0.0330
40393,50211056,705,0.0199,0.0794,0.1418,0.0468,2.11,0.1311
40394,50211761,1886,0.0594,0.0938,0.0180,0.0000,2.23,0.0435
40395,50213647,426,0.0563,0.0610,0.0023,0.0000,2.33,0.0804
40396,50214073,1046,0.0946,0.0851,0.0421,0.0000,2.64,0.0892
40397,50215119,1286,0.0474,0.0614,0.0000,0.0000,2.44,0.0756
40398,50216405,1524,0.0564,0.1004,0.1227,0.0033,2.26,0.1703
40399,50217929,1114,0.0871,0.0583,0.0000,0.0054,2.44,0.0981
40400,50219043,1575,0.0394,0.0597,0.0057,0.0000,2.39,0.0267
40401,50220618,245,0.0694,0.0571,0.0000,0.0612,2.02,0.0744
40402,50220863,525,0.1276,0.0914,0.0019,0.0000,2.95,0.0843
40403,50221388,537,0.0354,0.0857,0.0521,0.0037,2.93,0.2079
40404,50221925,10518,0.0645,0.0640,0.0053,0.0190,2.33,0.1151
40405,50232443,194,0.1598,0.1237,0.1237,0.0000,3.66,0.1728
40406,50232637,1022,0.0861,0.0323,0.0460,0.0029,2.52,0.1295
40407,50233659,707,0.0976,0.0566,0.0438,0.0085,2.58,0.0170
40408,50234366,391,0.0870,0.0614,0.0153,0.0153,2.59,0.0309
40409,50234757,588,0.0799,0.0884,0.0000,0.0000,2.31,0.0838
40410,50235345,2738,0.0617,0.0533,0.0037,0.0077,2.40,0.0841
40411,50238083,817,0.0465,0.1187,0.1236,0.0037,2.59,0.1474
40412,50238900,500,0.1120,0.0560,0.0360,0.0000,2.13,0.0201
40413,50239400,524,0.0782,0.0458,0.0229,0.0191,2.76,0.0461
40414,50239924,49973,0.0511,0.0749,0.0059,0.0005,2.42,0.3207
40415,50289897,448,0.0871,0.1004,0.1094,0.0000,2.99,0.0472
40416,50290345,598,0.1388,0.0853,0.0318,0.0017,2.48,0.1210
40417,50290943,1512,0.0899,0.0489,0.0079,0.0000,2.36,0.0815
40418,50292455,490,0.0918,0.0612,0.0061,0.0000,1.95,0.0390
40419,50292945,5883,0.0906,0.0707,0.0578,0.0002,2.58,0.2223
40420,50298828,172,0.0640,0.0756,0.0000,0.0000,2.15,0.0178
40421,50299000,755,0.1033,0.0623,0.0000,0.0013,2.07,0.0758
40422,50299755,4845,0.0677,0.0978,0.0050,0.0050,2.20,0.0882
40423,50304600,3754,0.0786,0.0607,0.0288,0.0043,2.51,0.1093
40424,50308354,3413,0.0615,0.0709,0.0073,0.0000,1.90,0.0997
40425,50311767,1082,0.0786,0.1026,0.0342,0.0055,2.31,0.0547
40426,50312849,343,0.0437,0.1079,0.0029,0.0000,2.16,0.0206
40427,50313192,1026,0.1550,0.0975,0.0897,0.0019,3.03,0.1085
40428,50314218,264,0.1288,0.0530,0.0265,0.0000,2.81,0.0000
40429,50314482,801,0.0911,0.0899,0.0100,0.0000,2.24,0.0238
40430,50315283,133,0.1278,0.1203,0.0000,0.0000,2.33,0.0615
40431,50315416,2662,0.0541,0.0552,0.0165,0.0000,2.51,0.0673
40432,50318078,573,0.1134,0.0942,0.0384,0.0017,2.35,0.0123
40433,50318651,274,0.1606,0.1861,0.0365,0.0036,3.15,0.1218
40434,50318925,869,0.0265,0.0656,0.0242,0.0000,2.35,0.0462
40435,50319794,1297,0.1226,0.0717,0.0347,0.0023,2.41,0.0788
40436,50321091,121,0.1157,0.0909,0.0496,0.0000,2.42,0.0000
40437,50321212,430,0.0698,0.0581,0.0744,0.0000,2.29,0.0445
40438,50321642,184,0.0924,0.0272,0.0109,0.0000,2.09,0.0166
40439,50321826,1416,0.0657,0.0671,0.0092,0.0000,2.26,0.0212
40440,50323242,1043,0.0422,0.0681,0.0067,0.0000,2.13,0.0269
40441,50324285,1706,0.0557,0.0862,0.0152,0.0000,2.41,0.0493
40442,50325991,1593,0.1450,0.1073,0.0747,0.0019,2.69,0.1824
40443,50327584,1227,0.0399,0.0579,0.0171,0.0065,2.66,0.1855
40444,50328811,292,0.1130,0.0651,0.0137,0.0000,2.37,0.0415
40445,50329103,312,0.0833,0.0449,0.0000,0.0000,3.18,0.1586
40446,50329415,1467,0.0273,0.0668,0.0443,0.0027,2.08,0.0608
40447,50330882,1236,0.0704,0.0696,0.0607,0.0000,2.51,0.1135
40448,50332118,733,0.0396,0.0518,0.0205,0.0000,2.19,0.0315
40449,50332851,494,0.0891,0.0810,0.0749,0.0162,2.46,0.0509
40450,50333345,3113,0.0581,0.0630,0.0077,0.0170,2.11,0.1058
40451,50336458,152,0.1513,0.0855,0.0395,0.0000,2.71,0.0671
40452,50336610,1476,0.0745,0.0657,0.0020,0.0000,2.43,0.0380
40453,50338086,838,0.0740,0.0406,0.0382,0.0000,2.70,0.1210
40454,50338924,239,0.0418,0.1088,0.0669,0.0000,2.66,0.0085
40455,50339163,458,0.2118,0.0764,0.0590,0.0000,2.53,0.1121
40456,50339621,852,0.0692,0.0657,0.0188,0.0012,2.78,0.1413
40457,50340473,1070,0.0841,0.0813,0.0019,0.0019,1.92,0.0337
40458,50341543,145,0.1172,0.1172,0.1172,0.0414,2.64,0.0070
40459,50341688,225,0.1556,0.1733,0.0178,0.0000,3.69,0.0225
40460,50341913,2103,0.0837,0.0666,0.0285,0.0005,2.41,0.1200
40461,50344016,477,0.0608,0.1006,0.0084,0.0000,2.43,0.0506
40462,50344493,1182,0.1032,0.0626,0.0085,0.0017,2.09,0.0339
40463,50345675,970,0.0979,0.0918,0.0062,0.0000,2.02,0.1127
40464,50346645,1482,0.0749,0.0668,0.0081,0.0155,2.23,0.0649
40465,50348127,1008,0.0992,0.0804,0.0347,0.0000,2.77,0.1035
40466,50349135,5900,0.0490,0.0892,0.1015,0.0003,2.27,0.1446
40467,50355035,1559,0.0674,0.0827,0.0180,0.0058,2.47,0.0591
40468,50356594,360,0.0194,0.0444,0.0028,0.0000,2.43,0.0924
40469,50356954,599,0.0935,0.0601,0.0618,0.0184,3.00,0.1611
40470,50357553,278,0.0576,0.0576,0.0683,0.0000,2.42,0.0145
40471,50357831,3503,0.1196,0.0534,0.0208,0.0000,2.60,0.1183
40472,50361334,1083,0.0499,0.0702,0.0000,0.0000,2.06,0.0250
40473,50362417,939,0.0767,0.0958,0.0362,0.0021,2.54,0.0566
40474,50363356,263,0.1217,0.0913,0.0684,0.0000,2.39,0.0269
40475,50363619,915,0.0536,0.0546,0.0033,0.0033,2.32,0.0636
40476,50364534,650,0.0754,0.0462,0.0200,0.0092,2.40,0.0634
40477,50365184,1576,0.0457,0.0425,0.0019,0.0000,2.36,0.1704
40478,50366760,793,0.0845,0.0416,0.0076,0.0000,2.63,0.0797
40479,50367553,592,0.0321,0.0693,0.0034,0.0338,1.93,0.1087
40480,50368145,139,0.1295,0.0935,0.0863,0.0000,3.02,0.0000
40481,50368284,1157,0.0717,0.0622,0.0043,0.0000,2.58,0.0997
40482,50369441,892,0.0605,0.0807,0.0011,0.0000,2.29,0.0427
40483,50370333,1421,0.1006,0.0669,0.0190,0.0014,2.27,0.0882
40484,50371754,244,0.1230,0.0574,0.0041,0.0000,2.60,0.0373
40485,50371998,412,0.1408,0.0825,0.0000,0.0000,2.47,0.0538
40486,50372410,893,0.0594,0.0806,0.0045,0.0000,2.12,0.0371
